Type,Instance,Name,PresentValue,Override,Description
Analog Input,1,Facility Outdoor Air Temperature,77.01798 °F,,
Analog Input,2,Facility Outdoor Air Humidity,85.28802 %,,
Multi State Output,28,Water Valve Override|vav-7,,,"[1]=Off, [2]=Not Valid, [3]=Not Valid, [4]=Not Valid, [5]=Open, [6]=Close"
Multi State Output,29,Air Flow Override|vav-8,,,"[1]=Air Valves Auto Control, [2]=Not Used, [3]=Not Used, [4]=Air Valves Controlled to Percentage, [5]=Air Valves Full Open, [6]=Air Valves Full Closed, [7]=Air Valves Minimum Setpoint, [8]=Air Valves Maximum Setpoint"
Multi State Output,30,Heat Cool Mode Request|vav-8,,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Output,31,Occupancy Request|vav-8,,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Output,32,Water Valve Override|vav-8,,,"[1]=Off, [2]=Not Valid, [3]=Not Valid, [4]=Not Valid, [5]=Open, [6]=Close"
Multi State Output,33,Air Flow Override|vav-9,,,"[1]=Air Valves Auto Control, [2]=Not Used, [3]=Not Used, [4]=Air Valves Controlled to Percentage, [5]=Air Valves Full Open, [6]=Air Valves Full Closed, [7]=Air Valves Minimum Setpoint, [8]=Air Valves Maximum Setpoint"
Multi State Output,34,Heat Cool Mode Request|vav-9,,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Output,35,Occupancy Request|vav-9,,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Output,36,Water Valve Override|vav-9,,,"[1]=Off, [2]=Not Valid, [3]=Not Valid, [4]=Not Valid, [5]=Open, [6]=Close"
Multi State Output,37,Air Flow Override|vav-10,,,"[1]=Air Valves Auto Control, [2]=Not Used, [3]=Not Used, [4]=Air Valves Controlled to Percentage, [5]=Air Valves Full Open, [6]=Air Valves Full Closed, [7]=Air Valves Minimum Setpoint, [8]=Air Valves Maximum Setpoint"
Multi State Output,38,Heat Cool Mode Request|vav-10,,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Output,39,Occupancy Request|vav-10,,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Output,40,Water Valve Override|vav-10,,,"[1]=Off, [2]=Not Valid, [3]=Not Valid, [4]=Not Valid, [5]=Open, [6]=Close"
Multi State Output,41,Air Flow Override|vav-11,,,"[1]=Air Valves Auto Control, [2]=Not Used, [3]=Not Used, [4]=Air Valves Controlled to Percentage, [5]=Air Valves Full Open, [6]=Air Valves Full Closed, [7]=Air Valves Minimum Setpoint, [8]=Air Valves Maximum Setpoint"
Multi State Output,42,Heat Cool Mode Request|vav-11,,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Output,43,Occupancy Request|vav-11,,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Output,44,Water Valve Override|vav-11,,,"[1]=Off, [2]=Not Valid, [3]=Not Valid, [4]=Not Valid, [5]=Open, [6]=Close"
Multi State Output,45,Air Flow Override|vav-12,,,"[1]=Air Valves Auto Control, [2]=Not Used, [3]=Not Used, [4]=Air Valves Controlled to Percentage, [5]=Air Valves Full Open, [6]=Air Valves Full Closed, [7]=Air Valves Minimum Setpoint, [8]=Air Valves Maximum Setpoint"
Multi State Output,46,Heat Cool Mode Request|vav-12,,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Output,47,Occupancy Request|vav-12,,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Output,48,Water Valve Override|vav-12,,,"[1]=Off, [2]=Not Valid, [3]=Not Valid, [4]=Not Valid, [5]=Open, [6]=Close"
Multi State Output,49,Air Flow Override|vav-13,,,"[1]=Air Valves Auto Control, [2]=Not Used, [3]=Not Used, [4]=Air Valves Controlled to Percentage, [5]=Air Valves Full Open, [6]=Air Valves Full Closed, [7]=Air Valves Minimum Setpoint, [8]=Air Valves Maximum Setpoint"
Multi State Output,50,Heat Cool Mode Request|vav-13,,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Output,51,Occupancy Request|vav-13,,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Output,52,Water Valve Override|vav-13,,,"[1]=Off, [2]=Not Valid, [3]=Not Valid, [4]=Not Valid, [5]=Open, [6]=Close"
Multi State Output,53,Air Flow Override|vav-14,,,"[1]=Air Valves Auto Control, [2]=Not Used, [3]=Not Used, [4]=Air Valves Controlled to Percentage, [5]=Air Valves Full Open, [6]=Air Valves Full Closed, [7]=Air Valves Minimum Setpoint, [8]=Air Valves Maximum Setpoint"
Multi State Output,54,Heat Cool Mode Request|vav-14,,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Output,55,Occupancy Request|vav-14,,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Output,56,Water Valve Override|vav-14,,,"[1]=Off, [2]=Not Valid, [3]=Not Valid, [4]=Not Valid, [5]=Open, [6]=Close"
Multi State Output,57,Air Flow Override|vav-15,,,"[1]=Air Valves Auto Control, [2]=Not Used, [3]=Not Used, [4]=Air Valves Controlled to Percentage, [5]=Air Valves Full Open, [6]=Air Valves Full Closed, [7]=Air Valves Minimum Setpoint, [8]=Air Valves Maximum Setpoint"
Multi State Output,58,Heat Cool Mode Request|vav-15,,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Output,59,Occupancy Request|vav-15,,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Output,60,Water Valve Override|vav-15,,,"[1]=Off, [2]=Not Valid, [3]=Not Valid, [4]=Not Valid, [5]=Open, [6]=Close"
Multi State Output,61,Air Flow Override|vav-16,,,"[1]=Air Valves Auto Control, [2]=Not Used, [3]=Not Used, [4]=Air Valves Controlled to Percentage, [5]=Air Valves Full Open, [6]=Air Valves Full Closed, [7]=Air Valves Minimum Setpoint, [8]=Air Valves Maximum Setpoint"
Multi State Output,62,Heat Cool Mode Request|vav-16,,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Output,63,Occupancy Request|vav-16,,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Output,64,Water Valve Override|vav-16,,,"[1]=Off, [2]=Not Valid, [3]=Not Valid, [4]=Not Valid, [5]=Open, [6]=Close"
Multi State Output,65,Air Flow Override|vav-17,,,"[1]=Air Valves Auto Control, [2]=Not Used, [3]=Not Used, [4]=Air Valves Controlled to Percentage, [5]=Air Valves Full Open, [6]=Air Valves Full Closed, [7]=Air Valves Minimum Setpoint, [8]=Air Valves Maximum Setpoint"
Multi State Output,66,Heat Cool Mode Request|vav-17,,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Output,67,Occupancy Request|vav-17,,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Output,68,Water Valve Override|vav-17,,,"[1]=Off, [2]=Not Valid, [3]=Not Valid, [4]=Not Valid, [5]=Open, [6]=Close"
Multi State Output,69,Air Flow Override|vav-18,,,"[1]=Air Valves Auto Control, [2]=Not Used, [3]=Not Used, [4]=Air Valves Controlled to Percentage, [5]=Air Valves Full Open, [6]=Air Valves Full Closed, [7]=Air Valves Minimum Setpoint, [8]=Air Valves Maximum Setpoint"
Multi State Output,70,Heat Cool Mode Request|vav-18,,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Output,71,Occupancy Request|vav-18,,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Output,72,Water Valve Override|vav-18,,,"[1]=Off, [2]=Not Valid, [3]=Not Valid, [4]=Not Valid, [5]=Open, [6]=Close"
Multi State Output,73,Air Flow Override|vav-19,,,"[1]=Air Valves Auto Control, [2]=Not Used, [3]=Not Used, [4]=Air Valves Controlled to Percentage, [5]=Air Valves Full Open, [6]=Air Valves Full Closed, [7]=Air Valves Minimum Setpoint, [8]=Air Valves Maximum Setpoint"
Multi State Output,74,Heat Cool Mode Request|vav-19,,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Output,75,Occupancy Request|vav-19,,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Output,76,Water Valve Override|vav-19,,,"[1]=Off, [2]=Not Valid, [3]=Not Valid, [4]=Not Valid, [5]=Open, [6]=Close"
Multi State Output,77,Air Flow Override|vav-20,,,"[1]=Air Valves Auto Control, [2]=Not Used, [3]=Not Used, [4]=Air Valves Controlled to Percentage, [5]=Air Valves Full Open, [6]=Air Valves Full Closed, [7]=Air Valves Minimum Setpoint, [8]=Air Valves Maximum Setpoint"
Multi State Output,78,Heat Cool Mode Request|vav-20,,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Output,79,Occupancy Request|vav-20,,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Output,80,Water Valve Override|vav-20,,,"[1]=Off, [2]=Not Valid, [3]=Not Valid, [4]=Not Valid, [5]=Open, [6]=Close"
Multi State Output,81,Air Flow Override|vav-21,,,"[1]=Air Valves Auto Control, [2]=Not Used, [3]=Not Used, [4]=Air Valves Controlled to Percentage, [5]=Air Valves Full Open, [6]=Air Valves Full Closed, [7]=Air Valves Minimum Setpoint, [8]=Air Valves Maximum Setpoint"
Multi State Output,82,Heat Cool Mode Request|vav-21,,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Output,83,Occupancy Request|vav-21,,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Output,84,Water Valve Override|vav-21,,,"[1]=Off, [2]=Not Valid, [3]=Not Valid, [4]=Not Valid, [5]=Open, [6]=Close"
Multi State Output,85,Air Flow Override|vav-22,,,"[1]=Air Valves Auto Control, [2]=Not Used, [3]=Not Used, [4]=Air Valves Controlled to Percentage, [5]=Air Valves Full Open, [6]=Air Valves Full Closed, [7]=Air Valves Minimum Setpoint, [8]=Air Valves Maximum Setpoint"
Multi State Output,86,Heat Cool Mode Request|vav-22,,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Output,87,Occupancy Request|vav-22,,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Output,88,Water Valve Override|vav-22,,,"[1]=Off, [2]=Not Valid, [3]=Not Valid, [4]=Not Valid, [5]=Open, [6]=Close"
Multi State Output,89,Air Flow Override|vav-23,,,"[1]=Air Valves Auto Control, [2]=Not Used, [3]=Not Used, [4]=Air Valves Controlled to Percentage, [5]=Air Valves Full Open, [6]=Air Valves Full Closed, [7]=Air Valves Minimum Setpoint, [8]=Air Valves Maximum Setpoint"
Multi State Output,90,Heat Cool Mode Request|vav-23,,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Output,91,Occupancy Request|vav-23,,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Output,92,Water Valve Override|vav-23,,,"[1]=Off, [2]=Not Valid, [3]=Not Valid, [4]=Not Valid, [5]=Open, [6]=Close"
Multi State Output,93,Air Flow Override|vav-24,,,"[1]=Air Valves Auto Control, [2]=Not Used, [3]=Not Used, [4]=Air Valves Controlled to Percentage, [5]=Air Valves Full Open, [6]=Air Valves Full Closed, [7]=Air Valves Minimum Setpoint, [8]=Air Valves Maximum Setpoint"
Multi State Output,94,Heat Cool Mode Request|vav-24,,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Output,95,Occupancy Request|vav-24,,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Output,96,Water Valve Override|vav-24,,,"[1]=Off, [2]=Not Valid, [3]=Not Valid, [4]=Not Valid, [5]=Open, [6]=Close"
Multi State Output,97,Air Flow Override|vav-25,,,"[1]=Air Valves Auto Control, [2]=Not Used, [3]=Not Used, [4]=Air Valves Controlled to Percentage, [5]=Air Valves Full Open, [6]=Air Valves Full Closed, [7]=Air Valves Minimum Setpoint, [8]=Air Valves Maximum Setpoint"
Multi State Output,98,Heat Cool Mode Request|vav-25,,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Output,99,Occupancy Request|vav-25,,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Output,100,Water Valve Override|vav-25,,,"[1]=Off, [2]=Not Valid, [3]=Not Valid, [4]=Not Valid, [5]=Open, [6]=Close"
Multi State Output,101,Air Flow Override|vav-26,,,"[1]=Air Valves Auto Control, [2]=Not Used, [3]=Not Used, [4]=Air Valves Controlled to Percentage, [5]=Air Valves Full Open, [6]=Air Valves Full Closed, [7]=Air Valves Minimum Setpoint, [8]=Air Valves Maximum Setpoint"
Multi State Output,102,Heat Cool Mode Request|vav-26,,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Output,103,Occupancy Request|vav-26,,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Output,104,Water Valve Override|vav-26,,,"[1]=Off, [2]=Not Valid, [3]=Not Valid, [4]=Not Valid, [5]=Open, [6]=Close"
Multi State Output,105,Air Flow Override|vav-27,,,"[1]=Air Valves Auto Control, [2]=Not Used, [3]=Not Used, [4]=Air Valves Controlled to Percentage, [5]=Air Valves Full Open, [6]=Air Valves Full Closed, [7]=Air Valves Minimum Setpoint, [8]=Air Valves Maximum Setpoint"
Multi State Output,106,Heat Cool Mode Request|vav-27,,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Output,107,Occupancy Request|vav-27,,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Output,108,Water Valve Override|vav-27,,,"[1]=Off, [2]=Not Valid, [3]=Not Valid, [4]=Not Valid, [5]=Open, [6]=Close"
Multi State Output,109,Air Flow Override|vav-28,,,"[1]=Air Valves Auto Control, [2]=Not Used, [3]=Not Used, [4]=Air Valves Controlled to Percentage, [5]=Air Valves Full Open, [6]=Air Valves Full Closed, [7]=Air Valves Minimum Setpoint, [8]=Air Valves Maximum Setpoint"
Multi State Output,110,Heat Cool Mode Request|vav-28,,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Output,111,Occupancy Request|vav-28,,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Output,112,Water Valve Override|vav-28,,,"[1]=Off, [2]=Not Valid, [3]=Not Valid, [4]=Not Valid, [5]=Open, [6]=Close"
Multi State Output,113,occupancy|APEC Classrooms Area-1,,,"[1]=Occupied, [2]=Unoccupied, [3]=Bypass, [4]=Standby"
Multi State Output,114,heatCoolInputRequest|APEC Classrooms Area-1,,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Output,115,timedOverride|APEC Classrooms Area-1,,,"[1]=TOV auto, [2]=TOV on, [3]=TOV cancel"
Multi State Output,116,occupancy|APEC Offices Area-2,,,"[1]=Occupied, [2]=Unoccupied, [3]=Bypass, [4]=Standby"
Multi State Output,117,heatCoolInputRequest|APEC Offices Area-2,,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Output,118,timedOverride|APEC Offices Area-2,,,"[1]=TOV auto, [2]=TOV on, [3]=TOV cancel"
